partida_id;rodata;clube;atleta;minuto;tipo_de_gol
4607;1;Fluminense;Nirley da Silva Fonseca;59;Gol Contra
4607;1;Fluminense;Fred;45;Penalty
4607;1;Fluminense;Rafael Sóbis;31;Gol Normal
4608;1;Internacional;Charles Aránguiz;6;Gol Normal
4612;1;Cruzeiro;Nílton Ferreira Júnior;63;Gol Normal
4612;1;Cruzeiro;Marcelo Moreno;90;Gol Normal
4612;1;Bahia;Anderson Talisca;80;Penalty
4611;1;Sao Paulo;Antônio Carlos dos Santos Aguiar;13;Gol Normal
4611;1;Sao Paulo;Douglas Pereira dos Santos;22;Gol Normal
4611;1;Sao Paulo;Luís Fabiano;56;Gol Normal
4610;1;Athletico-PR;Dráusio Luis Salla Gil;16;Gol Normal
4615;1;Santos;Gabriel Barbosa;80;Gol Normal
4615;1;Sport;Neto Baiano;73;Gol Normal
4616;1;Criciuma;Paulo Baier;12;Gol Normal
4616;1;Palmeiras;Leandro;83;Gol Normal
4616;1;Palmeiras;Alan Kardec;88;Gol Normal
4618;2;Fluminense;Rafael Sóbis;45;Gol Normal
4620;2;Vitoria;Telmário de Araújo Sacramento;11;Gol Normal
4620;2;Vitoria;José Welison;36;Gol Normal
4620;2;Athletico-PR;Mosquito;78;Gol Normal
4620;2;Athletico-PR;Marcelo Cirino da Silva;83;Gol Normal
4622;2;Cruzeiro;Júlio Baptista;50;Gol Normal
4622;2;Sao Paulo;Antônio Carlos dos Santos Aguiar;90+2;Gol Normal
4619;2;Botafogo-RJ;Emerson Sheik;64;Gol Normal
4619;2;Botafogo-RJ;Pablo Zeballos;75;Gol Normal
4619;2;Internacional;Rafael Moura;9;Gol Normal
4619;2;Internacional;Rafael Moura;35;Gol Normal
4621;2;Corinthians;Guilherme dos Santos Torres;9;Gol Normal
4621;2;Corinthians;Carlos Gilberto do Nascimento Silva;80;Gol Normal
4626;2;Chapecoense;Ricardo Conceição;37;Gol Normal
4626;2;Sport;Rithely;12;Gol Normal
4626;2;Sport;Ananias Elói Castro Monteiro;38;Gol Normal
4623;2;Bahia;Lincoln Cássio de Souza Soares;8;Gol Normal
4623;2;Bahia;Fahel;74;Gol Normal
4624;2;Atletico-MG;Luiz Fernando Pereira da Silva;84;Gol Normal
4624;2;Gremio;Alan Ruiz;11;Gol Normal
4624;2;Gremio;Lucas Coelho;22;Gol Normal
4625;2;Goias;Willian José de Souza;82;Gol Normal
4628;3;Cruzeiro;Elierce Barbosa de Souza;75;Penalty
4628;3;Cruzeiro;Marcelo Moreno;83;Gol Normal
4628;3;Athletico-PR;Éderson Alves Ribeiro Silva;24;Gol Normal
4628;3;Athletico-PR;Marcelo Cirino da Silva;40;Gol Normal
4628;3;Cruzeiro;Nílton Ferreira Júnior;36;Gol Normal
4629;3;Coritiba;Luis Francisco Grando;61;Gol Normal
4629;3;Sao Paulo;Alexandre Pato;22;Gol Normal
4629;3;Sao Paulo;Ademilson;72;Gol Normal
4629;3;Coritiba;Róbson Michael Signorini;30;Gol Normal
4630;3;Fluminense;Wagner Ferreira dos Santos;88;Gol Normal
4630;3;Vitoria;Marcos Antônio da Silva Gonçalves;54;Gol Normal
4630;3;Vitoria;Marcos Antônio da Silva Gonçalves;83;Gol Normal
4631;3;Criciuma;Silvinho;14;Gol Normal
4634;3;Flamengo;Alecsandro;73;Gol Normal
4634;3;Flamengo;Paulinho;14;Gol Normal
4634;3;Palmeiras;Wesley Lopes Beltrame;11;Gol Normal
4634;3;Palmeiras;Henrique Dourado;31;Gol Normal
4634;3;Flamengo;Márcio Rodrigues Araújo;50;Gol Normal
4634;3;Flamengo;Alecsandro;60;Gol Normal
4633;3;Bahia;Maxi Biancucchi;59;Gol Normal
4632;3;Internacional;Andrés D'Alessandro;13;Gol Normal
4632;3;Internacional;Charles Aránguiz;45+1;Gol Normal
4632;3;Sport;Patric Cabral Lalau;78;Gol Normal
4635;3;Corinthians;Paolo Guerrero;78;Gol Normal
4636;3;Goias;David França Oliveira e Silva;69;Gol Normal
4638;4;Palmeiras;Lucimar da Silva Ferreira;16;Gol Normal
4638;4;Palmeiras;Henrique Dourado;32;Gol Normal
4637;4;Internacional;Andrés D'Alessandro;54;Gol Normal
4637;4;Internacional;Alan Patrick;67;Gol Normal
4637;4;Athletico-PR;Marcos Guilherme;52;Gol Normal
4639;4;Botafogo-RJ;Daniel Corrêa Freitas;55;Gol Normal
4639;4;Botafogo-RJ;Daniel Corrêa Freitas;57;Gol Normal
4639;4;Botafogo-RJ;Emerson Sheik;23;Gol Normal
4639;4;Botafogo-RJ;Daniel Corrêa Freitas;73;Gol Normal
4639;4;Botafogo-RJ;Emerson Sheik;52;Gol Normal
4639;4;Botafogo-RJ;Wallyson;81;Gol Normal
4642;4;Atletico-MG;André Felipe Ribeiro de Souza;71;Penalty
4642;4;Atletico-MG;Marion Silva Fernandes;55;Gol Normal
4642;4;Cruzeiro;Marcelo Moreno;37;Gol Normal
4640;4;Chapecoense;Tiago Luís Martins;90+2;Gol Normal
4640;4;Gremio;Hernán Barcos;30;Gol Normal
4640;4;Gremio;Hernán Barcos;65;Gol Normal
4641;4;Fluminense;Francisco Souza dos Santos;87;Gol Normal
4641;4;Fluminense;Fred;11;Gol Normal
4643;4;Corinthians;Fagner;49;Gol Normal
4643;4;Sao Paulo;Luís Fabiano;81;Gol Normal
4644;4;Santos;Gabriel Barbosa;44;Gol Normal
4644;4;Santos;Arouca;62;Gol Normal
4645;4;Sport;Rithely;86;Gol Normal
4646;4;Bahia;Pará;90+1;Gol Normal
4646;4;Vitoria;Souza;39;Gol Normal
4647;5;Goias;Ramón Rodrigo de Freitas;54;Gol Normal
4647;5;Goias;Danilo Lopes Cezario;70;Gol Normal
4648;5;Cruzeiro;Ricardo Goulart;11;Gol Normal
4648;5;Coritiba;Norberto Pereira Marinho Neto;55;Gol Normal
4648;5;Cruzeiro;Ricardo Goulart;45+1;Gol Normal
4648;5;Cruzeiro;Borges;69;Gol Normal
4648;5;Coritiba;Alexsandro de Souza;23;Gol Normal
4651;5;Sao Paulo;Paulo Henrique Ganso;90+1;Gol Normal
4651;5;Sao Paulo;Paulo Henrique Ganso;23;Gol Normal
4649;5;Gremio;Rodrigo Eduardo Costa Marinho;37;Gol Normal
4650;5;Figueirense;Giovanni Augusto;48;Gol Normal
4652;5;Athletico-PR;Cleberson Martins de Souza;71;Gol Normal
4652;5;Chapecoense;Tiago Luís Martins;88;Gol Normal
4653;5;Palmeiras;Marquinhos;49;Gol Normal
4655;5;Santos;Cícero Santos;38;Gol Normal
4655;5;Atletico-MG;André Felipe Ribeiro de Souza;75;Gol Normal
4655;5;Atletico-MG;André Felipe Ribeiro de Souza;81;Gol Normal
4658;6;Flamengo;Paulinho;11;Gol Normal
4658;6;Bahia;Anderson Talisca;90+2;Gol Normal
4657;6;Internacional;Wellington Paulista;21;Gol Normal
4657;6;Coritiba;Alexsandro de Souza;75;Penalty
4659;6;Cruzeiro;Marcelo Moreno;77;Gol Normal
4659;6;Cruzeiro;Ricardo Goulart;51;Gol Normal
4660;6;Criciuma;Silvinho;23;Gol Normal
4662;6;Sao Paulo;Rogério Ceni;26;Penalty
4662;6;Fluminense;Walter Henrique da Silva;66;Gol Normal
4662;6;Fluminense;Wagner Ferreira dos Santos;73;Gol Normal
4662;6;Fluminense;Rafael Sóbis;76;Gol Normal
4662;6;Fluminense;Lucas Cavalcante Silva Afonso;53;Gol Contra
4662;6;Fluminense;Walter Henrique da Silva;42;Gol Normal
4662;6;Sao Paulo;Alexandre Pato;45;Gol Normal
4663;6;Gremio;Rodrigo Eduardo Costa Marinho;44;Gol Normal
4663;6;Gremio;Maximiliano Rodríguez Maeso;81;Gol Normal
4663;6;Botafogo-RJ;Pablo Zeballos;6;Gol Normal
4661;6;Athletico-PR;Douglas Coutinho;85;Gol Normal
4661;6;Corinthians;Jadson;59;Penalty
4665;6;Goias;Alex Alves Cardoso;26;Gol Normal
4665;6;Santos;Cícero Santos;39;Penalty
4665;6;Goias;Erik Nascimento de Lima;69;Gol Normal
4665;6;Santos;Geuvânio;9;Gol Normal
4664;6;Palmeiras;Henrique Dourado;37;Gol Normal
4666;6;Atletico-MG;Rafael Berger;17;Gol Contra
4666;6;Vitoria;Willie Hortêncio Barbosa;90;Gol Normal
4666;6;Atletico-MG;Jesús Dátolo;12;Gol Normal
4666;6;Atletico-MG;Réver;62;Gol Normal
4666;6;Vitoria;Telmário de Araújo Sacramento;65;Gol Normal
4667;7;Fluminense;Kenedy;4;Gol Normal
4668;7;Sao Paulo;Lucas Cavalcante Silva Afonso;61;Gol Normal
4671;7;Corinthians;Romarinho;68;Gol Normal
4671;7;Corinthians;Jadson;38;Gol Normal
4671;7;Corinthians;Jadson;55;Penalty
4671;7;Sport;Augusto;28;Gol Normal
4671;7;Corinthians;Romarinho;20;Gol Normal
4672;7;Athletico-PR;Luccas Claro;58;Gol Contra
4672;7;Athletico-PR;Marcos Guilherme;56;Gol Normal
4670;7;Goias;Jackson de Souza;5;Gol Normal
4673;7;Cruzeiro;Ricardo Goulart;43;Gol Normal
4673;7;Cruzeiro;Willian Gomes de Siqueira;70;Gol Normal
4673;7;Cruzeiro;Marcelo Moreno;88;Gol Normal
4673;7;Internacional;Wellington Aparecido Martins;39;Gol Normal
4674;7;Vitoria;Telmário de Araújo Sacramento;69;Gol Normal
4674;7;Botafogo-RJ;Emerson Sheik;43;Gol Normal
4675;7;Chapecoense;Tiago Luís Martins;42;Gol Normal
4675;7;Chapecoense;Derivaldo Beserra Cavalcante;47;Gol Normal
4677;8;Criciuma;Fábio Ferreira;58;Gol Normal
4678;8;Botafogo-RJ;Mario Bolatti;61;Gol Normal
4678;8;Botafogo-RJ;Pablo Zeballos;90+4;Gol Normal
4680;8;Internacional;Wellington Paulista;25;Gol Normal
4680;8;Internacional;Wellington Paulista;79;Gol Normal
4682;8;Corinthians;Paolo Guerrero;68;Gol Normal
4684;8;Atletico-MG;Jesús Dátolo;53;Gol Normal
4684;8;Atletico-MG;Diego Tardelli;65;Gol Normal
4683;8;Athletico-PR;Renato Baruffi;30;Gol Normal
4683;8;Athletico-PR;Cléverson Gabriel Córdova;90;Gol Normal
4683;8;Sao Paulo;Rogério Ceni;76;Penalty
4683;8;Sao Paulo;Luís Fabiano;90+2;Gol Normal
4685;8;Flamengo;Alecsandro;20;Gol Normal
4685;8;Figueirense;Everaldo Stum;22;Gol Normal
4686;8;Santos;Alan Santos da Silva;62;Gol Normal
4686;8;Santos;Lucas Rafael Araújo Lima;89;Gol Normal
4687;9;Coritiba;Dener Assunção Braz;44;Gol Normal
4687;9;Coritiba;Alexsandro de Souza;5;Gol Normal
4687;9;Coritiba;Keirrison;15;Gol Normal
4688;9;Sao Paulo;Luís Fabiano;11;Gol Normal
4688;9;Sao Paulo;Dorlan Pabón;90;Gol Normal
4688;9;Atletico-MG;Josué Anunciado de Oliveira;79;Gol Normal
4689;9;Sport;Neto Baiano;48;Gol Normal
4691;9;Chapecoense;Abuda;54;Gol Normal
4691;9;Chapecoense;José Carlos Tofolo Júnior;71;Gol Normal
4691;9;Bahia;Demerson Bruno Costa;86;Gol Normal
4692;9;Cruzeiro;Ricardo Goulart;16;Gol Normal
4692;9;Cruzeiro;Éverton Ribeiro;18;Gol Normal
4692;9;Cruzeiro;Borges;45+1;Gol Normal
4694;9;Santos;Gabriel Barbosa;11;Gol Normal
4694;9;Santos;Diego Cardoso;18;Gol Normal
4693;9;Internacional;Jorge Henrique;22;Gol Normal
4693;9;Fluminense;Jean Raphael Vanderlei Moreira;31;Gol Normal
4695;9;Athletico-PR;Douglas Coutinho;45+2;Gol Normal
4695;9;Athletico-PR;Douglas Coutinho;53;Gol Normal
4695;9;Athletico-PR;Douglas Coutinho;90+3;Gol Normal
4695;9;Figueirense;Everaldo Stum;74;Gol Normal
4697;28;Botafogo-RJ;Edílson Mendes Guimarães;87;Gol Normal
4697;28;Corinthians;Jadson;25;Gol Normal
4656;5;Sport;Mike dos Santos Nenatarvicius;73;Gol Normal
4709;10;Sport;Neto Baiano;44;Gol Normal
4708;10;Figueirense;Thiago Heleno;5;Gol Normal
4708;10;Figueirense;Everaldo Stum;69;Gol Normal
4712;10;Flamengo;Samir;35;Gol Normal
4712;10;Athletico-PR;Douglas Coutinho;20;Gol Normal
4712;10;Athletico-PR;Cleberson Martins de Souza;61;Gol Normal
4711;10;Sao Paulo;Alan Kardec;20;Gol Normal
4711;10;Sao Paulo;Rogério Ceni;13;Penalty
4710;10;Criciuma;Paulo Baier;59;Gol Normal
4710;10;Criciuma;Sérgio Antônio Borges Júnior;67;Gol Normal
4710;10;Criciuma;Paulo Baier;40;Penalty
4710;10;Fluminense;Darío Conca;84;Gol Normal
4710;10;Fluminense;Matheus Carvalho;85;Gol Normal
4714;10;Santos;Alison Lopes Ferreira;69;Gol Normal
4714;10;Santos;Bruno Uvini;24;Gol Normal
4713;10;Corinthians;Paolo Guerrero;7;Gol Normal
4713;10;Corinthians;Fagner;10;Gol Normal
4713;10;Internacional;Cláudio Winck;90+1;Gol Normal
4715;10;Cruzeiro;Rafael Berger;62;Gol Contra
4715;10;Cruzeiro;Ricardo Goulart;72;Gol Normal
4715;10;Cruzeiro;Éverton Ribeiro;76;Gol Normal
4715;10;Vitoria;Ayrton Ganino;90+2;Gol Normal
4717;11;Chapecoense;Ricardo Conceição;57;Gol Normal
4718;11;Gremio;Giuliano Victor de Paula;4;Gol Normal
4719;11;Atletico-MG;Luan Madson Gedeão de Paiva;66;Gol Normal
4719;11;Bahia;Cristian Chagas Tarouco;25;Gol Normal
4720;11;Botafogo-RJ;Mario Bolatti;12;Gol Normal
4722;11;Cruzeiro;Manoel Messias Silva Carvalho;10;Gol Normal
4722;11;Palmeiras;Fernando Tobio;54;Gol Normal
4722;11;Cruzeiro;Ricardo Goulart;8;Gol Normal
4721;11;Internacional;Andrés D'Alessandro;45+3;Penalty
4721;11;Internacional;Fabrício dos Santos Silva;58;Gol Normal
4721;11;Internacional;Alex Raphael Meschini;78;Gol Normal
4721;11;Internacional;Rafael Moura;16;Gol Normal
4724;11;Athletico-PR;Marcelo Cirino da Silva;53;Gol Normal
4724;11;Athletico-PR;Douglas Coutinho;59;Gol Normal
4725;11;Fluminense;Darío Conca;62;Gol Normal
4728;12;Cruzeiro;Dedé;50;Gol Normal
4728;12;Cruzeiro;Lucas Silva Borges;41;Penalty
4728;12;Cruzeiro;Ricardo Goulart;72;Gol Normal
4728;12;Cruzeiro;Dagoberto Pelentier;79;Gol Normal
4728;12;Cruzeiro;Marcos Antônio da Silva Gonçalves;47;Gol Normal
4727;12;Santos;Rildo de Andrade Felicissimo;13;Gol Normal
4727;12;Santos;Gabriel Barbosa;52;Gol Normal
4727;12;Santos;Diego Cardoso;80;Gol Normal
4729;12;Vitoria;Caio Canedo Corrêa;19;Gol Normal
4729;12;Vitoria;Caio Canedo Corrêa;67;Gol Normal
4729;12;Vitoria;Ayrton Ganino;84;Gol Normal
4729;12;Criciuma;Sérgio Antônio Borges Júnior;90;Gol Normal
4730;12;Internacional;Wellington do Nascimento Silva;66;Gol Normal
4734;12;Sport;Durval;69;Gol Normal
4734;12;Atletico-MG;Diego Tardelli;85;Penalty
4734;12;Sport;Felipe Azevedo;51;Gol Normal
4731;12;Goias;Willian José de Souza;44;Gol Normal
4731;12;Goias;Bruno Mineiro;49;Gol Normal
4731;12;Sao Paulo;Kaká;76;Gol Normal
4733;12;Corinthians;Paolo Guerrero;51;Gol Normal
4733;12;Corinthians;Petros;90+1;Gol Normal
4732;12;Fluminense;Cícero Santos;65;Gol Normal
4732;12;Fluminense;Darío Conca;35;Penalty
4732;12;Fluminense;Jean Raphael Vanderlei Moreira;18;Gol Normal
4736;12;Coritiba;Zé Love;49;Gol Normal
4736;12;Coritiba;Zé Love;73;Gol Normal
4736;12;Gremio;Hernán Barcos;57;Gol Normal
4736;12;Coritiba;Alexsandro de Souza;90+4;Gol Normal
4736;12;Gremio;Hernán Barcos;65;Gol Normal
4735;12;Flamengo;Alecsandro;33;Gol Normal
4737;13;Cruzeiro;Leonardo Renan Simões de Lacerda;60;Gol Normal
4737;13;Botafogo-RJ;Edílson Mendes Guimarães;25;Gol Normal
4738;13;Sao Paulo;Alan Kardec;74;Gol Normal
4738;13;Criciuma;Rodrigo Souza;80;Gol Normal
4739;13;Vitoria;Caio Canedo Corrêa;77;Gol Normal
4739;13;Gremio;Hernán Barcos;11;Gol Normal
4739;13;Vitoria;Caio Canedo Corrêa;59;Gol Normal
4740;13;Palmeiras;Henrique Dourado;61;Gol Normal
4740;13;Bahia;Kieza;63;Gol Normal
4741;13;Chapecoense;Rafael Lima;7;Gol Normal
4743;13;Figueirense;Léo Lisboa;42;Gol Normal
4743;13;Figueirense;Clayton da Silveira da Silva;76;Gol Normal
4743;13;Figueirense;Marco Antônio Miranda Filho;84;Gol Normal
4745;13;Fluminense;David França Oliveira e Silva;20;Gol Contra
4745;13;Fluminense;Cícero Santos;10;Gol Normal
4744;13;Internacional;Rafael Moura;57;Gol Normal
4746;13;Atletico-MG;Léo Pereira;76;Gol Contra
4746;13;Atletico-MG;Leonardo Silva;34;Gol Normal
4746;13;Atletico-MG;Deivid Willian da Silva;87;Gol Contra
4746;13;Athletico-PR;Marcos Guilherme;56;Gol Normal
4716;10;Chapecoense;Jailton;42;Gol Normal
4716;10;Atletico-MG;Leonardo Silva;90+3;Gol Normal
4748;14;Bahia;Fahel;31;Gol Normal
4749;14;Fluminense;Elivélton;25;Gol Normal
4749;14;Coritiba;Germano Borovicz Cardoso Schweger;82;Gol Normal
4750;14;Flamengo;Eduardo da Silva;85;Gol Normal
4752;14;Athletico-PR;Cléverson Gabriel Córdova;45+1;Gol Normal
4752;14;Athletico-PR;Douglas Coutinho;90+3;Gol Normal
4751;14;Corinthians;Carlos Gilberto do Nascimento Silva;84;Gol Normal
4753;14;Internacional;Cláudio Winck;85;Gol Normal
4753;14;Internacional;Charles Aránguiz;62;Gol Normal
4754;14;Atletico-MG;Diego Tardelli;44;Gol Normal
4754;14;Atletico-MG;Jesús Dátolo;87;Gol Normal
4754;14;Palmeiras;Henrique Dourado;54;Gol Normal
4755;14;Figueirense;Marcos Roberto da Silva Barbosa;87;Gol Normal
4756;14;Vitoria;Kadu;45+2;Gol Normal
4756;14;Sao Paulo;Alexandre Pato;17;Gol Normal
4756;14;Sao Paulo;Alexandre Pato;39;Gol Normal
4756;14;Sao Paulo;Alan Kardec;32;Gol Normal
4757;15;Internacional;Pedro Henrique Pereira da Silva;77;Gol Contra
4758;15;Corinthians;Carlos Gilberto do Nascimento Silva;43;Gol Normal
4758;15;Bahia;Kieza;36;Gol Normal
4761;15;Gremio;Luan Guilherme de Jesus Vieira;11;Penalty
4761;15;Gremio;Lucas Coelho;49;Gol Normal
4759;15;Flamengo;Éverton Cardoso da Silva;17;Gol Normal
4762;15;Cruzeiro;Ricardo Goulart;48;Gol Normal
4762;15;Cruzeiro;Júlio Baptista;88;Gol Normal
4762;15;Cruzeiro;Marcelo Moreno;25;Gol Normal
4760;15;Palmeiras;Henrique Dourado;60;Penalty
4760;15;Sao Paulo;Alexandre Pato;53;Gol Normal
4760;15;Sao Paulo;Alan Kardec;89;Gol Normal
4764;15;Botafogo-RJ;Daniel Corrêa Freitas;65;Gol Normal
4764;15;Botafogo-RJ;Pablo Zeballos;68;Gol Normal
4766;15;Figueirense;Leonardo Silva;25;Gol Contra
4766;15;Atletico-MG;Diego Tardelli;74;Penalty
4766;15;Figueirense;Clayton da Silveira da Silva;90+1;Gol Normal
4766;15;Atletico-MG;Jesús Dátolo;8;Gol Normal
4765;15;Sport;Régis;40;Gol Normal
4765;15;Athletico-PR;Cleberson Martins de Souza;25;Gol Normal
4767;16;Sport;Patric Cabral Lalau;33;Gol Normal
4767;16;Palmeiras;Henrique Dourado;14;Gol Normal
4767;16;Sport;Fábio Szymonek;23;Gol Contra
4768;16;Figueirense;Clayton da Silveira da Silva;2;Gol Normal
4769;16;Santos;Thiago Ribeiro;67;Gol Normal
4769;16;Santos;Leandro Damião;45;Gol Normal
4770;16;Coritiba;Luiz Eduardo Figueiredo;18;Gol Normal
4770;16;Coritiba;Keirrison;63;Penalty
4772;16;Chapecoense;Camilo;60;Gol Normal
4773;16;Flamengo;Léo Moura;65;Penalty
4773;16;Atletico-MG;Maicosuel;10;Gol Normal
4773;16;Flamengo;Eduardo da Silva;71;Gol Normal
4774;16;Sao Paulo;Paulo Henrique Ganso;36;Gol Normal
4775;16;Corinthians;Luciano da Rocha Neves;78;Gol Normal
4775;16;Goias;Jackson de Souza;60;Gol Normal
4775;16;Corinthians;Luciano da Rocha Neves;85;Gol Normal
4775;16;Corinthians;Paolo Guerrero;22;Gol Normal
4775;16;Corinthians;Luciano da Rocha Neves;89;Gol Normal
4775;16;Corinthians;Elias Mendes Trindade;65;Gol Normal
4775;16;Goias;Thiago Henrique Mendes Ribeiro;11;Gol Normal
4776;16;Cruzeiro;Dagoberto Pelentier;86;Gol Normal
4777;17;Atletico-MG;Diego Tardelli;82;Gol Normal
4778;17;Botafogo-RJ;Luis Ramírez;31;Gol Normal
4779;17;Palmeiras;Juninho;14;Gol Normal
4780;17;Gremio;Hernán Barcos;46;Gol Normal
4780;17;Gremio;Hernán Barcos;49;Gol Normal
4780;17;Corinthians;Paolo Guerrero;62;Gol Normal
4781;17;Flamengo;Eduardo da Silva;82;Gol Normal
4781;17;Flamengo;Lucas Mugni;78;Penalty
4782;17;Figueirense;Everaldo Stum;75;Gol Normal
4783;17;Santos;Gabriel Barbosa;86;Penalty
4783;17;Sao Paulo;Paulo Henrique Ganso;24;Gol Normal
4783;17;Sao Paulo;Alexandre Pato;88;Gol Normal
4784;17;Fluminense;Cícero Santos;35;Gol Normal
4784;17;Fluminense;Fred;43;Gol Normal
4784;17;Fluminense;Fred;80;Gol Normal
4784;17;Fluminense;Darío Conca;50;Gol Normal
4785;17;Cruzeiro;Marcelo Moreno;25;Gol Normal
4788;18;Cruzeiro;Marcelo Moreno;71;Gol Normal
4788;18;Cruzeiro;Alisson Euler de Freitas Castro;58;Gol Normal
4788;18;Cruzeiro;Leonardo Renan Simões de Lacerda;50;Gol Normal
4788;18;Chapecoense;Zezinho;11;Gol Normal
4788;18;Cruzeiro;Marcelo Moreno;52;Gol Normal
4788;18;Chapecoense;Bruno Rangel;70;Gol Normal
4787;18;Internacional;Jorge Henrique;20;Gol Normal
4791;18;Sport;Neto Baiano;50;Gol Normal
4791;18;Sport;Danilo Barcelos;52;Gol Normal
4793;18;Botafogo-RJ;Daniel Corrêa Freitas;63;Gol Normal
4789;18;Corinthians;Romarinho;74;Gol Normal
4789;18;Fluminense;Fred;43;Penalty
4792;18;Sao Paulo;Rogério Ceni;76;Penalty
4792;18;Figueirense;Giovanni Augusto;48;Gol Normal
4794;18;Gremio;Hernán Barcos;59;Gol Normal
4795;18;Goias;Erik Nascimento de Lima;84;Gol Normal
4795;18;Athletico-PR;Cléverson Gabriel Córdova;63;Gol Normal
4795;18;Goias;Erik Nascimento de Lima;39;Gol Normal
4795;18;Goias;Erik Nascimento de Lima;43;Gol Normal
4796;18;Flamengo;Alecsandro;71;Penalty
4796;18;Vitoria;Caio Canedo Corrêa;40;Gol Normal
4796;18;Flamengo;Marcelo Augusto Mathias da Silva;33;Gol Normal
4798;19;Gremio;Luan Guilherme de Jesus Vieira;90+1;Gol Normal
4797;19;Santos;David Braz;47;Gol Normal
4797;19;Santos;David Braz;52;Gol Normal
4797;19;Santos;Leandro Damião;74;Gol Normal
4797;19;Vitoria;Telmário de Araújo Sacramento;65;Gol Normal
4802;19;Atletico-MG;Leonardo Silva;70;Gol Normal
4800;19;Sao Paulo;Alexandre Pato;26;Gol Normal
4800;19;Sao Paulo;Rithely;7;Gol Contra
4803;19;Fluminense;Cícero Santos;23;Gol Normal
4803;19;Fluminense;Kenedy;88;Gol Normal
4803;19;Cruzeiro;Júlio Baptista;14;Penalty
4803;19;Cruzeiro;Júlio Baptista;44;Gol Normal
4803;19;Fluminense;Wagner Ferreira dos Santos;17;Gol Normal
4803;19;Cruzeiro;Marcelo Moreno;58;Gol Normal
4805;19;Athletico-PR;Guilherme Augusto Dellatorre;29;Gol Normal
4805;19;Palmeiras;Henrique Dourado;53;Penalty
4806;19;Internacional;Andrés D'Alessandro;18;Penalty
4806;19;Figueirense;Giovanni Augusto;76;Gol Normal
4806;19;Internacional;Paulo Marcos de Jesus Ribeiro;35;Gol Normal
4806;19;Figueirense;Everaldo Stum;51;Gol Normal
4806;19;Figueirense;Marco Antônio Miranda Filho;75;Gol Normal
4807;20;Gremio;Hernán Barcos;90+2;Gol Normal
4808;20;Palmeiras;Jonatan Cristaldo;82;Gol Normal
4809;20;Fluminense;Cícero Santos;85;Gol Normal
4809;20;Figueirense;Everaldo Stum;39;Gol Normal
4810;20;Santos;Thiago Ribeiro;25;Gol Normal
4810;20;Sport;Patric Cabral Lalau;41;Gol Normal
4810;20;Sport;Patric Cabral Lalau;53;Gol Normal
4810;20;Sport;Patric Cabral Lalau;90+1;Gol Normal
4811;20;Coritiba;Róbson Michael Signorini;1;Gol Normal
4811;20;Coritiba;Alejandro Martinuccio;14;Gol Normal
4811;20;Coritiba;Joel Tagueu;76;Gol Normal
4812;20;Goias;Samuel;70;Gol Normal
4813;20;Sao Paulo;Josef de Souza Dias;37;Gol Normal
4813;20;Botafogo-RJ;Pablo Zeballos;20;Gol Normal
4813;20;Sao Paulo;Josef de Souza Dias;42;Gol Normal
4813;20;Botafogo-RJ;André Bahia;23;Gol Normal
4813;20;Sao Paulo;Alexandre Pato;81;Gol Normal
4813;20;Sao Paulo;Alan Kardec;8;Gol Normal
4814;20;Vitoria;Richarlyson;8;Gol Normal
4814;20;Vitoria;Márcio José Oliveira;56;Gol Normal
4815;20;Corinthians;Petros;14;Gol Normal
4816;20;Bahia;Rafael Miranda;30;Gol Normal
4816;20;Cruzeiro;Éverton Ribeiro;54;Penalty
4816;20;Cruzeiro;Ricardo Goulart;71;Gol Normal
4817;21;Fluminense;Fred;7;Gol Normal
4817;21;Fluminense;Darío Conca;63;Gol Normal
4817;21;Fluminense;Fred;35;Penalty
4818;21;Chapecoense;Douglas Grolli;87;Gol Normal
4818;21;Chapecoense;Tiago Luís Martins;46;Gol Normal
4818;21;Chapecoense;Douglas Grolli;42;Gol Normal
4818;21;Sport;Felipe Azevedo;83;Penalty
4819;21;Coritiba;Luiz Eduardo Figueiredo;88;Gol Normal
4819;21;Santos;Lucas Rafael Araújo Lima;13;Gol Normal
4819;21;Santos;Robinho;39;Gol Normal
4820;21;Bahia;Kieza;18;Gol Normal
4820;21;Bahia;Kieza;25;Gol Normal
4820;21;Bahia;Maxi Biancucchi;84;Gol Normal
4822;21;Flamengo;Wallace Reis da Silva;65;Gol Normal
4821;21;Internacional;Alex Raphael Meschini;41;Gol Normal
4821;21;Internacional;Eduardo Sasha;59;Gol Normal
4823;21;Sao Paulo;Rogério Ceni;36;Penalty
4823;21;Sao Paulo;Alan Kardec;71;Gol Normal
4824;21;Athletico-PR;Marcelo Cirino da Silva;30;Gol Normal
4824;21;Athletico-PR;Hernani Azevedo Junior;70;Gol Normal
4826;21;Criciuma;Luís Felipe Dias do Nascimento;63;Gol Normal
4827;22;Vitoria;William Henrique;71;Gol Normal
4827;22;Vitoria;Vinícius Santos Silva;76;Gol Normal
4827;22;Fluminense;Cícero Santos;19;Gol Normal
4827;22;Vitoria;Telmário de Araújo Sacramento;67;Gol Normal
4828;22;Cruzeiro;Marcelo Moreno;55;Gol Normal
4828;22;Cruzeiro;Alisson Euler de Freitas Castro;27;Gol Normal
4830;22;Figueirense;Thiago Heleno;63;Gol Normal
4830;22;Criciuma;Silvinho;45+1;Gol Normal
